     -2.053333      0.021270
     -1.816889      0.023640
     -1.779556      0.022348
     -1.557333     -0.002518
     -1.505778     -0.013538
     -1.297778     -0.079844
     -1.232000     -0.106649
     -1.038222     -0.186001
     -0.958222     -0.210373
     -0.778667     -0.216362
     -0.684444     -0.178903
     -0.519111     -0.025347
     -0.410667      0.138389
     -0.259556      0.434501
     -0.136889      0.706073
      0.000000      1.000000
      0.136889      1.238437
      0.259556      1.372572
      0.410667      1.410742
      0.519111      1.351666
      0.684444      1.148858
      0.778667      0.992782
      0.958222      0.669481
      1.038222      0.531585
      1.232000      0.252344
      1.297778      0.179928
      1.505778      0.026998
      1.557333      0.004900
      1.779556     -0.039814
      1.816889     -0.041591
